# Program: ./chanconfig.pl  Version 1.21 2018-04-09 13:44 claude
# Generated by dcmgr@transform at 2021/09/16 17:45:06
# Modified by awk on Fri Sep 17 15:56:44 PDT 2021
# DB: dcucb  connect: dcucb  user: eew
# progname: EEW_UCB
# Epoch time: 2021/09/16 17:45:06
# distinct: distinct
# override: 0
# clipcheck: 1
# dupcheck: 1
# gaincheck: 1
# zcheck: 1
# showsensortype: 1
# showgroundmotionclip: 1
# showazdip: 1

#columns: network station location channel latitude longitude elevation samplerate gain units groundmotionclip azimuth dip sensortype
BK  BRIB 01 BHZ 37.9193 -122.1527   237.0    40.00  6.095309e+08               DU/M/S       0.013762   0.0 -90.0 CMG-3T-PH
BK  BRIB 01 HHE 37.9193 -122.1527   237.0   100.00  6.234584e+08               DU/M/S        UNKNOWN  90.0   0.0 CMG-3T-PH
BK  BRIB 01 HHN 37.9193 -122.1527   237.0   100.00  6.218199e+08               DU/M/S        UNKNOWN   0.0   0.0 CMG-3T-PH
BK  BRIB 01 HHZ 37.9193 -122.1527   237.0   100.00  6.095309e+08               DU/M/S       0.013762   0.0 -90.0 CMG-3T-PH
BK  BRIB 01 HNE 37.9193 -122.1527   237.0   100.00  2.158755e+05            DU/M/S**2        UNKNOWN 105.0   0.0 FORTIS-PH
BK  BRIB 01 HNN 37.9193 -122.1527   237.0   100.00  2.154659e+05            DU/M/S**2        UNKNOWN  15.0   0.0 FORTIS-PH
BK  BRIB 01 HNZ 37.9193 -122.1527   237.0   100.00  2.121889e+05            DU/M/S**2        UNKNOWN   0.0 -90.0 FORTIS-PH
BK  BRIC 00 BHE 40.1122 -123.8965   180.5    40.00  6.504610e+08               DU/M/S        UNKNOWN  97.0   0.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BRIC 00 BHN 40.1122 -123.8965   180.5    40.00  6.443900e+08               DU/M/S        UNKNOWN   7.0   0.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BRIC 00 BHZ 40.1122 -123.8965   180.5    40.00  6.469920e+08               DU/M/S       0.013726   0.0 -90.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BRIC 00 HHE 40.1122 -123.8965   180.5   100.00  6.143180e+08               DU/M/S        UNKNOWN  97.0   0.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BRIC 00 HHN 40.1122 -123.8965   180.5   100.00  6.085840e+08               DU/M/S        UNKNOWN   7.0   0.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BRIC 00 HHZ 40.1122 -123.8965   180.5   100.00  6.110420e+08               DU/M/S       0.013726   0.0 -90.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BRIC 00 HNE 40.1122 -123.8965   180.5   100.00  2.155610e+05            DU/M/S**2        UNKNOWN 101.0   0.0 FORTIS-PH,Accelerometer,GURALP
BK  BRIC 00 HNN 40.1122 -123.8965   180.5   100.00  2.155610e+05            DU/M/S**2        UNKNOWN  11.0   0.0 FORTIS-PH,Accelerometer,GURALP
BK  BRIC 00 HNZ 40.1122 -123.8965   180.5   100.00  2.118720e+05            DU/M/S**2        UNKNOWN   0.0 -90.0 FORTIS-PH,Accelerometer,GURALP
BK   BRK 00 BHE 37.8735 -122.2610    49.4    40.00  2.540909e+09               DU/M/S        UNKNOWN  90.0   0.0 Streckeisen STS-2 VBB Tri-Axial Seismometer
BK   BRK 00 BHN 37.8735 -122.2610    49.4    40.00  2.550640e+09               DU/M/S        UNKNOWN   0.0   0.0 Streckeisen STS-2 VBB Tri-Axial Seismometer
BK   BRK 00 BHZ 37.8735 -122.2610    49.4    40.00  2.531346e+09               DU/M/S       0.003314   0.0 -90.0 Streckeisen STS-2 VBB Tri-Axial Seismometer
BK   BRK 00 HHE 37.8735 -122.2610    49.4   100.00  2.540909e+09               DU/M/S        UNKNOWN  90.0   0.0 Streckeisen STS-2 VBB Tri-Axial Seismometer
BK   BRK 00 HHN 37.8735 -122.2610    49.4   100.00  2.550640e+09               DU/M/S        UNKNOWN   0.0   0.0 Streckeisen STS-2 VBB Tri-Axial Seismometer
BK   BRK 00 HHZ 37.8735 -122.2610    49.4   100.00  2.531346e+09               DU/M/S       0.003314   0.0 -90.0 Streckeisen STS-2 VBB Tri-Axial Seismometer
BK   BRK 00 HNE 37.8735 -122.2610    49.4   100.00  2.139095e+05            DU/M/S**2        UNKNOWN  90.0   0.0 Kinemetrics FBA ES-T Accel. GFE (4 g max 5 v/g)
BK   BRK 00 HNN 37.8735 -122.2610    49.4   100.00  2.139095e+05            DU/M/S**2        UNKNOWN   0.0   0.0 Kinemetrics FBA ES-T Accel. GFE (4 g max 5 v/g)
BK   BRK 00 HNZ 37.8735 -122.2610    49.4   100.00  2.139095e+05            DU/M/S**2        UNKNOWN   0.0 -90.0 Kinemetrics FBA ES-T Accel. GFE (4 g max 5 v/g)
BK  BUCR 00 BHE 37.6733 -120.1496  1034.0    40.00  6.591340e+08               DU/M/S        UNKNOWN  90.0   0.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BUCR 00 BHN 37.6733 -120.1496  1034.0    40.00  6.495940e+08               DU/M/S        UNKNOWN   0.0   0.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BUCR 00 BHZ 37.6733 -120.1496  1034.0    40.00  6.487270e+08               DU/M/S       0.013689   0.0 -90.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BUCR 00 HHE 37.6733 -120.1496  1034.0   100.00  6.225090e+08               DU/M/S        UNKNOWN  90.0   0.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BUCR 00 HHN 37.6733 -120.1496  1034.0   100.00  6.134990e+08               DU/M/S        UNKNOWN   0.0   0.0 CMG-3T-PH,Velocity Sensor,GURALP
